i,j,freq
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.72
0,4,0.0
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.82
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.82
0,13,0.76
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,18,0.0
0,19,0.76
1,1,0.0
1,2,0.0
1,3,0.72
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.0
1,8,0.9
1,9,0.0
1,10,0.0
1,11,0.0
1,12,0.8
1,13,0.82
1,14,0.0
1,15,0.0
1,16,0.0
1,17,0.0
1,18,0.0
1,19,0.74
2,2,0.0
2,3,0.68
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.72
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.62
2,13,0.72
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.0
2,18,0.0
2,19,0.78
3,3,0.88
3,4,0.72
3,5,0.7
3,6,0.74
3,7,0.62
3,8,0.96
3,9,0.94
3,10,0.94
3,11,0.86
3,12,0.96
3,13,0.92
3,14,0.8
3,15,0.88
3,16,0.7
3,17,0.84
3,18,0.72
3,19,0.94
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.88
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.76
4,13,0.82
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.76
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.76
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.74
5,13,0.66
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.76
6,6,0.0
6,7,0.0
6,8,0.82
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.84
6,13,0.84
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.86
7,7,0.0
7,8,0.62
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.52
7,13,0.54
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.64
8,8,0.7
8,9,0.76
8,10,0.84
8,11,0.84
8,12,0.66
8,13,0.78
8,14,0.7
8,15,0.7
8,16,0.72
8,17,0.7
8,18,0.72
8,19,0.84
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.78
9,13,0.84
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.84
10,10,0.0
10,11,0.0
10,12,0.94
10,13,0.94
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.7
11,11,0.0
11,12,0.9
11,13,0.94
11,14,0.0
11,15,0.0
11,16,0.0
11,17,0.0
11,18,0.0
11,19,0.8
12,12,0.92
12,13,0.98
12,14,0.84
12,15,0.8
12,16,0.78
12,17,0.62
12,18,0.7
12,19,0.88
13,13,0.98
13,14,0.92
13,15,0.86
13,16,0.84
13,17,0.72
13,18,0.8
13,19,0.94
14,14,0.0
14,15,0.0
14,16,0.0
14,17,0.0
14,18,0.0
14,19,0.82
15,15,0.0
15,16,0.0
15,17,0.0
15,18,0.0
15,19,0.66
16,16,0.0
16,17,0.0
16,18,0.0
16,19,0.72
17,17,0.0
17,18,0.0
17,19,0.72
18,18,0.0
18,19,0.84
19,19,0.88
