i,j,freq
0,0,0.82
0,1,0.9
0,2,0.96
0,3,0.82
0,4,0.74
0,5,0.88
0,6,0.78
0,7,0.92
0,8,0.92
0,9,0.84
0,10,1.0
0,11,1.0
0,12,0.72
0,13,0.86
0,14,0.94
0,15,0.96
0,16,0.98
0,17,0.9
0,18,0.84
0,19,0.84
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.82
1,6,0.0
1,7,0.92
1,8,0.0
1,9,0.0
1,10,0.0
1,11,1.0
1,12,0.0
1,13,0.0
1,14,0.0
1,15,0.84
1,16,0.0
1,17,0.0
1,18,0.0
1,19,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.88
2,6,0.0
2,7,0.94
2,8,0.0
2,9,0.0
2,10,0.0
2,11,1.0
2,12,0.0
2,13,0.0
2,14,0.0
2,15,0.94
2,16,0.0
2,17,0.0
2,18,0.0
2,19,0.0
3,3,0.0
3,4,0.0
3,5,0.94
3,6,0.0
3,7,0.86
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.98
3,12,0.0
3,13,0.0
3,14,0.0
3,15,0.9
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
4,4,0.0
4,5,0.96
4,6,0.0
4,7,0.82
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.92
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.9
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.0
5,5,0.96
5,6,0.88
5,7,0.94
5,8,0.84
5,9,0.98
5,10,1.0
5,11,1.0
5,12,0.78
5,13,0.9
5,14,1.0
5,15,1.0
5,16,1.0
5,17,0.96
5,18,0.82
5,19,0.82
6,6,0.0
6,7,0.96
6,8,0.0
6,9,0.0
6,10,0.0
6,11,1.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,1.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
7,7,0.86
7,8,0.94
7,9,0.98
7,10,1.0
7,11,1.0
7,12,0.8
7,13,0.92
7,14,1.0
7,15,1.0
7,16,1.0
7,17,0.98
7,18,0.78
7,19,0.82
8,8,0.0
8,9,0.0
8,10,0.0
8,11,1.0
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.98
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.0
9,9,0.0
9,10,0.0
9,11,1.0
9,12,0.0
9,13,0.0
9,14,0.0
9,15,0.96
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.0
10,10,0.0
10,11,0.98
10,12,0.0
10,13,0.0
10,14,0.0
10,15,0.84
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.0
11,11,0.98
11,12,0.74
11,13,0.86
11,14,0.96
11,15,1.0
11,16,0.88
11,17,0.84
11,18,0.76
11,19,0.82
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.72
12,16,0.0
12,17,0.0
12,18,0.0
12,19,0.0
13,13,0.0
13,14,0.0
13,15,0.88
13,16,0.0
13,17,0.0
13,18,0.0
13,19,0.0
14,14,0.0
14,15,0.94
14,16,0.0
14,17,0.0
14,18,0.0
14,19,0.0
15,15,0.86
15,16,0.86
15,17,0.88
15,18,0.86
15,19,0.88
16,16,0.0
16,17,0.0
16,18,0.0
16,19,0.0
17,17,0.0
17,18,0.0
17,19,0.0
18,18,0.0
18,19,0.0
19,19,0.0
