i,j,freq
0,0,0.62
0,1,0.38
0,2,0.42
0,3,0.48
0,4,0.42
0,5,0.36
0,6,0.7
0,7,0.28
0,8,0.4
0,9,0.3
0,10,0.56
0,11,0.7
0,12,0.56
0,13,0.46
0,14,0.4
0,15,0.16
0,16,0.38
0,17,0.52
0,18,0.64
0,19,0.78
1,1,0.0
1,2,0.26
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.34
1,7,0.0
1,8,0.0
1,9,0.0
1,10,0.0
1,11,0.24
1,12,0.0
1,13,0.0
1,14,0.0
1,15,0.0
1,16,0.0
1,17,0.0
1,18,0.0
1,19,0.36
2,2,0.66
2,3,0.44
2,4,0.42
2,5,0.22
2,6,0.52
2,7,0.5
2,8,0.3
2,9,0.26
2,10,0.32
2,11,0.36
2,12,0.28
2,13,0.4
2,14,0.38
2,15,0.1
2,16,0.68
2,17,0.22
2,18,0.94
2,19,1.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.32
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.28
3,12,0.0
3,13,0.0
3,14,0.0
3,15,0.0
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.66
4,4,0.0
4,5,0.0
4,6,0.84
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.46
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.36
5,5,0.0
5,6,0.38
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.2
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.28
6,6,0.4
6,7,0.58
6,8,0.46
6,9,0.36
6,10,0.34
6,11,0.38
6,12,0.52
6,13,0.44
6,14,0.48
6,15,0.1
6,16,0.42
6,17,0.44
6,18,0.68
6,19,0.78
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.32
7,12,0.0
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.38
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.64
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.38
9,9,0.0
9,10,0.0
9,11,0.32
9,12,0.0
9,13,0.0
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.3
10,10,0.0
10,11,0.64
10,12,0.0
10,13,0.0
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.42
11,11,0.62
11,12,0.52
11,13,0.34
11,14,0.48
11,15,0.22
11,16,0.74
11,17,0.7
11,18,0.92
11,19,0.68
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.0
12,16,0.0
12,17,0.0
12,18,0.0
12,19,0.34
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.0
13,17,0.0
13,18,0.0
13,19,0.46
14,14,0.0
14,15,0.0
14,16,0.0
14,17,0.0
14,18,0.0
14,19,0.78
15,15,0.0
15,16,0.0
15,17,0.0
15,18,0.0
15,19,0.16
16,16,0.0
16,17,0.0
16,18,0.0
16,19,0.8
17,17,0.0
17,18,0.0
17,19,0.24
18,18,0.0
18,19,0.52
19,19,0.68
