i,j,freq
0,0,0.98
0,1,0.98
0,2,0.96
0,3,0.42
0,4,0.52
0,5,0.28
0,6,0.16
0,7,0.98
0,8,0.6
0,9,0.34
0,10,0.3
0,11,0.5
0,12,0.44
0,13,0.38
0,14,0.12
0,15,0.8
0,16,0.24
0,17,0.12
0,18,0.7
0,19,0.66
1,1,0.74
1,2,0.96
1,3,0.22
1,4,0.36
1,5,0.18
1,6,0.2
1,7,0.9
1,8,0.64
1,9,0.28
1,10,0.12
1,11,0.52
1,12,0.68
1,13,0.14
1,14,0.12
1,15,0.42
1,16,0.26
1,17,0.22
1,18,0.38
1,19,0.4
2,2,0.86
2,3,0.2
2,4,0.44
2,5,0.34
2,6,0.16
2,7,0.96
2,8,0.48
2,9,0.38
2,10,0.34
2,11,0.26
2,12,0.38
2,13,0.28
2,14,0.08
2,15,0.96
2,16,0.36
2,17,0.18
2,18,0.42
2,19,0.44
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.22
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.0
3,15,0.28
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.68
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.4
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.0
5,5,0.0
5,6,0.0
5,7,0.32
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.38
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.0
6,6,0.0
6,7,0.14
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.14
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.0
7,7,0.84
7,8,0.5
7,9,0.28
7,10,0.36
7,11,0.26
7,12,0.7
7,13,0.28
7,14,0.14
7,15,0.42
7,16,0.18
7,17,0.12
7,18,0.42
7,19,0.68
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.24
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.0
9,14,0.0
9,15,0.24
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.0
10,10,0.0
10,11,0.0
10,12,0.0
10,13,0.0
10,14,0.0
10,15,0.42
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.0
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.0
11,15,0.26
11,16,0.0
11,17,0.0
11,18,0.0
11,19,0.0
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.52
12,16,0.0
12,17,0.0
12,18,0.0
12,19,0.0
13,13,0.0
13,14,0.0
13,15,0.24
13,16,0.0
13,17,0.0
13,18,0.0
13,19,0.0
14,14,0.0
14,15,0.12
14,16,0.0
14,17,0.0
14,18,0.0
14,19,0.0
15,15,0.34
15,16,0.26
15,17,0.16
15,18,0.28
15,19,0.32
16,16,0.0
16,17,0.0
16,18,0.0
16,19,0.0
17,17,0.0
17,18,0.0
17,19,0.0
18,18,0.0
18,19,0.0
19,19,0.0
