i,j,freq
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.34
0,4,0.0
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.6
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.4
0,13,0.38
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.0
0,18,0.0
0,19,0.3
1,1,0.0
1,2,0.0
1,3,0.36
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.0
1,8,0.64
1,9,0.0
1,10,0.0
1,11,0.0
1,12,0.3
1,13,0.32
1,14,0.0
1,15,0.0
1,16,0.0
1,17,0.0
1,18,0.0
1,19,0.4
2,2,0.0
2,3,0.22
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.44
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.36
2,13,0.5
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.0
2,18,0.0
2,19,0.52
3,3,0.4
3,4,0.18
3,5,0.04
3,6,0.2
3,7,0.08
3,8,0.8
3,9,0.74
3,10,0.84
3,11,0.5
3,12,0.86
3,13,0.88
3,14,0.52
3,15,0.6
3,16,0.36
3,17,0.36
3,18,0.32
3,19,0.8
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.46
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.4
4,13,0.44
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.0
4,19,0.36
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.2
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.3
5,13,0.2
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.2
6,6,0.0
6,7,0.0
6,8,0.5
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.56
6,13,0.48
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.52
7,7,0.0
7,8,0.1
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.08
7,13,0.04
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.06
8,8,0.32
8,9,0.42
8,10,0.62
8,11,0.48
8,12,0.3
8,13,0.36
8,14,0.2
8,15,0.14
8,16,0.32
8,17,0.24
8,18,0.24
8,19,0.58
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.52
9,13,0.56
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.46
10,10,0.0
10,11,0.0
10,12,0.8
10,13,0.82
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.28
11,11,0.0
11,12,0.82
11,13,0.82
11,14,0.0
11,15,0.0
11,16,0.0
11,17,0.0
11,18,0.0
11,19,0.48
12,12,0.92
12,13,0.94
12,14,0.56
12,15,0.58
12,16,0.62
12,17,0.18
12,18,0.22
12,19,0.68
13,13,0.94
13,14,0.64
13,15,0.64
13,16,0.62
13,17,0.06
13,18,0.32
13,19,0.78
14,14,0.0
14,15,0.0
14,16,0.0
14,17,0.0
14,18,0.0
14,19,0.48
15,15,0.0
15,16,0.0
15,17,0.0
15,18,0.0
15,19,0.42
16,16,0.0
16,17,0.0
16,18,0.0
16,19,0.3
17,17,0.0
17,18,0.0
17,19,0.3
18,18,0.0
18,19,0.56
19,19,0.68
