i,j,freq
0,0,0.0
0,1,0.32
0,2,0.56
0,3,0.0
0,4,0.72
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,13,0.0
0,14,0.74
0,15,0.0
0,16,0.0
0,17,0.0
0,18,0.0
0,19,0.24
1,1,1.0
1,2,1.0
1,3,1.0
1,4,1.0
1,5,1.0
1,6,0.24
1,7,0.06
1,8,0.32
1,9,0.12
1,10,0.62
1,11,0.32
1,12,0.2
1,13,0.48
1,14,1.0
1,15,0.98
1,16,0.8
1,17,0.22
1,18,0.14
1,19,0.92
2,2,1.0
2,3,1.0
2,4,1.0
2,5,1.0
2,6,0.2
2,7,0.06
2,8,0.34
2,9,0.14
2,10,0.56
2,11,0.28
2,12,0.18
2,13,0.54
2,14,1.0
2,15,0.98
2,16,0.8
2,17,0.76
2,18,0.82
2,19,1.0
3,3,0.0
3,4,1.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.92
3,15,0.0
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.38
4,4,1.0
4,5,1.0
4,6,0.2
4,7,0.06
4,8,0.36
4,9,0.16
4,10,0.84
4,11,0.5
4,12,0.2
4,13,0.3
4,14,1.0
4,15,0.94
4,16,0.64
4,17,0.68
4,18,0.68
4,19,0.44
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.98
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.24
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.2
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.08
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.14
8,15,0.0
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.18
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.0
9,14,0.04
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.06
10,10,0.0
10,11,0.0
10,12,0.0
10,13,0.0
10,14,0.3
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.8
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.14
11,15,0.0
11,16,0.0
11,17,0.0
11,18,0.0
11,19,0.1
12,12,0.0
12,13,0.0
12,14,0.3
12,15,0.0
12,16,0.0
12,17,0.0
12,18,0.0
12,19,0.14
13,13,0.0
13,14,0.36
13,15,0.0
13,16,0.0
13,17,0.0
13,18,0.0
13,19,0.3
14,14,0.66
14,15,0.84
14,16,0.62
14,17,0.66
14,18,0.66
14,19,0.28
15,15,0.0
15,16,0.0
15,17,0.0
15,18,0.0
15,19,0.28
16,16,0.0
16,17,0.0
16,18,0.0
16,19,0.5
17,17,0.0
17,18,0.0
17,19,0.4
18,18,0.0
18,19,0.46
19,19,0.42
