i,j,freq
0,0,0.0
0,1,0.32
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.12
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.32
0,12,0.28
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.28
0,17,0.0
0,18,0.0
0,19,0.0
1,1,0.5
1,2,0.22
1,3,0.48
1,4,0.62
1,5,0.3
1,6,0.82
1,7,0.42
1,8,0.38
1,9,0.18
1,10,0.3
1,11,0.82
1,12,0.68
1,13,0.3
1,14,0.28
1,15,0.18
1,16,0.46
1,17,0.12
1,18,0.3
1,19,0.18
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.18
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.28
2,12,0.3
2,13,0.0
2,14,0.0
2,15,0.0
2,16,0.12
2,17,0.0
2,18,0.0
2,19,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.32
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.48
3,12,0.54
3,13,0.0
3,14,0.0
3,15,0.0
3,16,0.3
3,17,0.0
3,18,0.0
3,19,0.0
4,4,0.0
4,5,0.0
4,6,0.48
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.38
4,12,0.56
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.68
4,17,0.0
4,18,0.0
4,19,0.0
5,5,0.0
5,6,0.54
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.78
5,12,0.86
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.86
5,17,0.0
5,18,0.0
5,19,0.0
6,6,0.56
6,7,0.38
6,8,0.58
6,9,0.18
6,10,0.14
6,11,0.9
6,12,0.86
6,13,0.38
6,14,0.34
6,15,0.18
6,16,0.4
6,17,0.18
6,18,0.34
6,19,0.18
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.58
7,12,0.84
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.86
7,17,0.0
7,18,0.0
7,19,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.36
8,12,0.44
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.32
8,17,0.0
8,18,0.0
8,19,0.0
9,9,0.0
9,10,0.0
9,11,0.22
9,12,0.22
9,13,0.0
9,14,0.0
9,15,0.0
9,16,0.14
9,17,0.0
9,18,0.0
9,19,0.0
10,10,0.0
10,11,0.16
10,12,0.12
10,13,0.0
10,14,0.0
10,15,0.0
10,16,0.18
10,17,0.0
10,18,0.0
10,19,0.0
11,11,0.5
11,12,0.66
11,13,0.22
11,14,0.24
11,15,0.02
11,16,0.26
11,17,0.16
11,18,0.4
11,19,0.2
12,12,0.6
12,13,0.44
12,14,0.42
12,15,0.26
12,16,0.76
12,17,0.4
12,18,0.46
12,19,0.24
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.38
13,17,0.0
13,18,0.0
13,19,0.0
14,14,0.0
14,15,0.0
14,16,0.42
14,17,0.0
14,18,0.0
14,19,0.0
15,15,0.0
15,16,0.22
15,17,0.0
15,18,0.0
15,19,0.0
16,16,0.24
16,17,0.22
16,18,0.28
16,19,0.22
17,17,0.0
17,18,0.0
17,19,0.0
18,18,0.0
18,19,0.0
19,19,0.0
