i,j,freq
0,0,1.0
0,1,0.2
0,2,0.1
0,3,0.08
0,4,0.28
0,5,0.3
0,6,0.9
0,7,1.0
0,8,0.78
0,9,0.58
0,10,0.12
0,11,1.0
0,12,0.2
0,13,0.28
0,14,0.8
0,15,0.1
0,16,0.68
0,17,1.0
0,18,1.0
0,19,0.92
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.66
1,8,0.0
1,9,0.0
1,10,0.0
1,11,0.98
1,12,0.0
1,13,0.0
1,14,0.0
1,15,0.0
1,16,0.0
1,17,0.98
1,18,0.98
1,19,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.18
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.12
2,12,0.0
2,13,0.0
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.14
2,18,0.08
2,19,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.06
3,12,0.0
3,13,0.0
3,14,0.0
3,15,0.0
3,16,0.0
3,17,0.04
3,18,0.06
3,19,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.16
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.02
4,12,0.0
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.24
4,18,0.16
4,19,0.0
5,5,0.0
5,6,0.0
5,7,0.08
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.24
5,12,0.0
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.16
5,18,0.48
5,19,0.0
6,6,0.0
6,7,0.48
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.6
6,12,0.0
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.8
6,18,0.92
6,19,0.0
7,7,0.3
7,8,0.12
7,9,0.54
7,10,0.32
7,11,1.0
7,12,0.38
7,13,0.92
7,14,0.62
7,15,0.16
7,16,0.9
7,17,1.0
7,18,1.0
7,19,0.84
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.42
8,12,0.0
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.78
8,18,0.78
8,19,0.0
9,9,0.0
9,10,0.0
9,11,0.54
9,12,0.0
9,13,0.0
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.62
9,18,0.28
9,19,0.0
10,10,0.0
10,11,0.32
10,12,0.0
10,13,0.0
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.22
10,18,0.36
10,19,0.0
11,11,0.88
11,12,0.2
11,13,0.52
11,14,0.84
11,15,0.02
11,16,0.28
11,17,0.34
11,18,1.0
11,19,0.92
12,12,0.0
12,13,0.0
12,14,0.0
12,15,0.0
12,16,0.0
12,17,0.16
12,18,0.32
12,19,0.0
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.0
13,17,0.32
13,18,0.56
13,19,0.0
14,14,0.0
14,15,0.0
14,16,0.0
14,17,0.3
14,18,0.66
14,19,0.0
15,15,0.0
15,16,0.0
15,17,0.12
15,18,0.14
15,19,0.0
16,16,0.0
16,17,0.48
16,18,0.22
16,19,0.0
17,17,1.0
17,18,0.4
17,19,0.38
18,18,0.48
18,19,0.58
19,19,0.0
