i,j,freq
0,0,0.0
0,1,0.34
0,2,0.0
0,3,0.0
0,4,0.44
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.3
0,13,0.0
0,14,0.0
0,15,0.48
0,16,0.0
0,17,0.0
0,18,0.32
0,19,0.0
1,1,0.84
1,2,0.14
1,3,0.18
1,4,0.84
1,5,0.1
1,6,0.18
1,7,0.16
1,8,0.24
1,9,0.42
1,10,0.22
1,11,0.52
1,12,0.94
1,13,0.28
1,14,0.14
1,15,0.82
1,16,0.34
1,17,0.1
1,18,0.92
1,19,0.14
2,2,0.0
2,3,0.0
2,4,0.16
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.08
2,13,0.0
2,14,0.0
2,15,0.04
2,16,0.0
2,17,0.0
2,18,0.2
2,19,0.0
3,3,0.0
3,4,0.24
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.28
3,13,0.0
3,14,0.0
3,15,0.28
3,16,0.0
3,17,0.0
3,18,0.26
3,19,0.0
4,4,0.24
4,5,0.2
4,6,0.24
4,7,0.3
4,8,0.3
4,9,0.18
4,10,0.24
4,11,0.38
4,12,0.3
4,13,0.2
4,14,0.1
4,15,0.28
4,16,0.16
4,17,0.2
4,18,0.42
4,19,0.22
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.16
5,13,0.0
5,14,0.0
5,15,0.12
5,16,0.0
5,17,0.0
5,18,0.16
5,19,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.12
6,13,0.0
6,14,0.0
6,15,0.16
6,16,0.0
6,17,0.0
6,18,0.12
6,19,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.3
7,13,0.0
7,14,0.0
7,15,0.12
7,16,0.0
7,17,0.0
7,18,0.24
7,19,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.3
8,13,0.0
8,14,0.0
8,15,0.16
8,16,0.0
8,17,0.0
8,18,0.18
8,19,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.16
9,13,0.0
9,14,0.0
9,15,0.32
9,16,0.0
9,17,0.0
9,18,0.24
9,19,0.0
10,10,0.0
10,11,0.0
10,12,0.1
10,13,0.0
10,14,0.0
10,15,0.16
10,16,0.0
10,17,0.0
10,18,0.14
10,19,0.0
11,11,0.0
11,12,0.32
11,13,0.0
11,14,0.0
11,15,0.78
11,16,0.0
11,17,0.0
11,18,0.5
11,19,0.0
12,12,0.58
12,13,0.22
12,14,0.1
12,15,0.3
12,16,0.18
12,17,0.16
12,18,0.32
12,19,0.14
13,13,0.0
13,14,0.0
13,15,0.38
13,16,0.0
13,17,0.0
13,18,0.42
13,19,0.0
14,14,0.0
14,15,0.18
14,16,0.0
14,17,0.0
14,18,0.12
14,19,0.0
15,15,0.24
15,16,0.2
15,17,0.1
15,18,0.42
15,19,0.38
16,16,0.0
16,17,0.0
16,18,0.24
16,19,0.0
17,17,0.0
17,18,0.08
17,19,0.0
18,18,0.22
18,19,0.32
19,19,0.0
