i,j,freq
0,0,0.0
0,1,0.0
0,2,0.24
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.3
0,11,0.0
0,12,0.0
0,13,0.0
0,14,0.32
0,15,0.0
0,16,0.24
0,17,0.34
0,18,0.0
0,19,0.0
1,1,0.0
1,2,0.36
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.0
1,8,0.0
1,9,0.0
1,10,0.68
1,11,0.0
1,12,0.0
1,13,0.0
1,14,0.34
1,15,0.0
1,16,0.54
1,17,0.3
1,18,0.0
1,19,0.0
2,2,0.7
2,3,0.26
2,4,0.32
2,5,0.28
2,6,0.14
2,7,0.58
2,8,0.34
2,9,0.36
2,10,1.0
2,11,0.38
2,12,0.56
2,13,0.28
2,14,0.76
2,15,0.16
2,16,0.98
2,17,1.0
2,18,0.6
2,19,0.18
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.66
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.2
3,15,0.0
3,16,0.76
3,17,0.38
3,18,0.0
3,19,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.62
4,11,0.0
4,12,0.0
4,13,0.0
4,14,0.34
4,15,0.0
4,16,0.32
4,17,0.3
4,18,0.0
4,19,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.14
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.24
5,15,0.0
5,16,0.16
5,17,0.32
5,18,0.0
5,19,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.5
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.38
6,15,0.0
6,16,0.52
6,17,0.58
6,18,0.0
6,19,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.24
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.3
7,15,0.0
7,16,0.28
7,17,0.48
7,18,0.0
7,19,0.0
8,8,0.0
8,9,0.0
8,10,0.32
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.58
8,15,0.0
8,16,0.3
8,17,0.28
8,18,0.0
8,19,0.0
9,9,0.0
9,10,0.12
9,11,0.0
9,12,0.0
9,13,0.0
9,14,0.16
9,15,0.0
9,16,0.2
9,17,0.14
9,18,0.0
9,19,0.0
10,10,0.88
10,11,0.68
10,12,0.2
10,13,0.52
10,14,0.68
10,15,0.24
10,16,0.96
10,17,1.0
10,18,0.94
10,19,0.36
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.46
11,15,0.0
11,16,0.7
11,17,0.8
11,18,0.0
11,19,0.0
12,12,0.0
12,13,0.0
12,14,0.18
12,15,0.0
12,16,0.32
12,17,0.26
12,18,0.0
12,19,0.0
13,13,0.0
13,14,0.22
13,15,0.0
13,16,0.32
13,17,0.24
13,18,0.0
13,19,0.0
14,14,0.74
14,15,0.12
14,16,0.76
14,17,1.0
14,18,0.42
14,19,0.44
15,15,0.0
15,16,0.26
15,17,0.18
15,18,0.0
15,19,0.0
16,16,0.62
16,17,1.0
16,18,0.88
16,19,0.38
17,17,0.88
17,18,0.5
17,19,0.24
18,18,0.0
18,19,0.0
19,19,0.0
