freq
0.1
0.12
0.04
0.08
0.02
0.3
0.04
0.06
0.26
0.4
0.4
0.68
0.08
0.58
0.78
0.38
0.34
0.32
0.18
0.1
0.04
0.04
0.06
0.08
0.02
0.06
0.02
0.04
0.06
0.0
0.02
0.02
0.02
0.04
0.12
0.04
0.06
0.02
0.04
0.06
0.0
0.1
0.04
0.12
0.02
0.04
0.08
0.1
0.04
0.08
0.04
0.04
0.04
0.2
0.12
0.2
0.64
0.18
0.08
0.04
0.08
0.06
0.24
0.3
0.16
0.04
0.1
0.2
0.04
0.02
0.04
0.02
0.06
0.04
0.04
0.04
0.1
0.08
0.04
0.08
0.06
0.12
0.06
0.06
0.1
0.08
0.02
0.02
0.1
0.06
0.06
0.1
0.04
0.02
0.0
0.0
0.06
0.0
0.02
0.3
0.28
0.68
0.96
0.7
0.24
0.26
0.26
0.1
0.06
0.12
0.04
0.0
0.06
0.0
0.12
0.04
0.02
0.04
0.04
0.14
0.04
0.1
0.12
0.04
0.02
0.06
0.08
0.08
0.16
0.4
0.46
0.38
0.2
0.38
0.28
0.06
0.02
0.06
0.04
0.02
0.12
0.04
0.06
0.12
0.04
0.3
0.04
0.1
0.16
0.18
0.1
0.02
0.02
0.08
0.04
0.04
0.04
0.04
0.02
0.02
0.02
0.02
0.04
0.18
0.02
0.06
0.18
0.2
0.18
0.12
0.08
0.04
0.1
0.06
0.16
0.22
0.2
0.06
0.04
0.16
0.06
0.08
0.08
0.12
0.12
0.1
0.06
0.14
0.1
0.16
0.2
0.02
0.1
0.06
0.12
0.12
0.22
0.1
0.16
0.08
0.04
0.52
0.22
0.54
0.32
0.08
0.06
0.06
0.08
0.0
0.04
0.1
0.12
0.14
0.1
0.04
0.02
0.0
0.02
0.0
0.1
0.02
0.02
0.02
0.04
0.14
0.14
0.02
0.04
0.1
0.16
0.04
0.16
0.12
0.0
0.02
0.02
0.08
0.14
0.04
0.06
0.02
0.02
0.08
0.02
0.02
0.02
0.0
0.0
0.06
0.0
0.02
0.02
0.06
0.06
0.08
0.06
0.04
0.02
0.06
0.02
0.0
0.06
0.1
0.08
0.04
0.12
0.62
0.38
0.5
0.16
0.14
0.28
0.02
0.04
0.02
0.02
0.08
0.04
0.06
0.1
0.08
0.12
0.06
0.06
0.04
0.04
0.16
0.08
0.06
0.04
0.04
0.02
0.14
0.06
0.02
0.08
0.14
0.14
0.06
0.14
0.26
0.28
0.24
0.02
0.06
0.04
0.04
0.08
0.06
0.04
0.06
0.04
0.06
0.02
0.02
0.02
0.04
0.08
0.02
0.16
0.58
0.5
0.12
0.04
0.04
0.12
0.06
0.04
0.06
0.04
0.06
0.1
0.02
0.04
0.08
0.02
0.04
0.04
0.06
0.04
0.26
0.6
0.34
0.28
0.06
0.06
0.04
0.0
0.0
0.06
0.0
0.0
0.06
0.0
0.02
0.06
0.04
0.02
0.14
0.02
0.0
0.02
0.04
0.0
0.08
0.04
0.02
0.04
0.06
0.0
0.02
0.08
0.16
0.36
0.36
0.2
0.06
0.06
0.04
0.06
0.08
0.08
0.06
0.02
0.04
0.02
0.04
0.08
0.04
0.06
0.02
0.06
0.02
0.06
0.18
0.04
0.04
0.0
0.04
0.06
0.04
0.26
0.28
0.32
0.52
0.22
0.36
0.4
0.36
0.14
0.06
0.1
0.04
0.1
0.06
0.08
0.02
0.06
0.06
0.06
0.06
0.02
0.02
0.02
0.0
0.02
0.02
0.04
0.2
0.28
0.02
0.06
0.02
0.0
0.08
0.02
0.28
0.06
0.14
0.02
0.16
0.04
0.0
0.0
0.12
0.24
0.3
0.08
0.12
0.08
0.04
0.08
0.0
0.02
0.06
0.0
0.06
0.02
0.02
0.02
0.04
0.08
0.1
0.1
0.0
0.06
0.08
0.02
0.04
0.02
0.04
0.08
0.02
0.02
0.16
0.14
0.02
0.1
0.0
0.1
0.12
0.58
0.22
0.08
0.06
0.06
0.02
0.0
0.02
0.04
0.16
0.3
0.0
0.06
0.08
0.1
0.12
0.04
0.02
