i,j,freq
0,0,0.0
0,1,0.56
0,2,0.0
0,3,0.0
0,4,0.66
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.48
0,13,0.0
0,14,0.0
0,15,0.62
0,16,0.0
0,17,0.0
0,18,0.62
0,19,0.0
1,1,0.94
1,2,0.5
1,3,0.48
1,4,0.96
1,5,0.46
1,6,0.44
1,7,0.42
1,8,0.42
1,9,0.72
1,10,0.46
1,11,0.78
1,12,1.0
1,13,0.48
1,14,0.46
1,15,0.98
1,16,0.54
1,17,0.44
1,18,0.98
1,19,0.48
2,2,0.0
2,3,0.0
2,4,0.54
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.4
2,13,0.0
2,14,0.0
2,15,0.34
2,16,0.0
2,17,0.0
2,18,0.48
2,19,0.0
3,3,0.0
3,4,0.48
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.7
3,13,0.0
3,14,0.0
3,15,0.62
3,16,0.0
3,17,0.0
3,18,0.52
3,19,0.0
4,4,0.5
4,5,0.48
4,6,0.6
4,7,0.46
4,8,0.48
4,9,0.56
4,10,0.58
4,11,0.6
4,12,0.48
4,13,0.44
4,14,0.42
4,15,0.5
4,16,0.48
4,17,0.54
4,18,0.56
4,19,0.62
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.44
5,13,0.0
5,14,0.0
5,15,0.44
5,16,0.0
5,17,0.0
5,18,0.48
5,19,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.5
6,13,0.0
6,14,0.0
6,15,0.4
6,16,0.0
6,17,0.0
6,18,0.32
6,19,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.5
7,13,0.0
7,14,0.0
7,15,0.48
7,16,0.0
7,17,0.0
7,18,0.44
7,19,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.46
8,13,0.0
8,14,0.0
8,15,0.4
8,16,0.0
8,17,0.0
8,18,0.5
8,19,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.42
9,13,0.0
9,14,0.0
9,15,0.5
9,16,0.0
9,17,0.0
9,18,0.38
9,19,0.0
10,10,0.0
10,11,0.0
10,12,0.36
10,13,0.0
10,14,0.0
10,15,0.34
10,16,0.0
10,17,0.0
10,18,0.42
10,19,0.0
11,11,0.0
11,12,0.54
11,13,0.0
11,14,0.0
11,15,0.92
11,16,0.0
11,17,0.0
11,18,0.76
11,19,0.0
12,12,0.72
12,13,0.42
12,14,0.36
12,15,0.58
12,16,0.54
12,17,0.44
12,18,0.54
12,19,0.48
13,13,0.0
13,14,0.0
13,15,0.64
13,16,0.0
13,17,0.0
13,18,0.64
13,19,0.0
14,14,0.0
14,15,0.5
14,16,0.0
14,17,0.0
14,18,0.38
14,19,0.0
15,15,0.48
15,16,0.54
15,17,0.34
15,18,0.56
15,19,0.7
16,16,0.0
16,17,0.0
16,18,0.66
16,19,0.0
17,17,0.0
17,18,0.38
17,19,0.0
18,18,0.44
18,19,0.6
19,19,0.0
