alpha,cv_requested,cv_mean_used,max_interaction_terms,mean_average_precision,std_average_precision,fold_failures
0.7,0.05,0.14423344013484865,50,0.559558248926653,0.013982257727754226,0
0.7,0.2,0.200001,10,0.5553513144450472,0.03617203243988076,0
0.1,0.2,0.200001,100,0.5549241521695483,0.024989788877525062,0
0.7,0.2,0.200001,100,0.5512988406371673,0.017873495682549992,0
0.7,0.4,0.400001,10,0.5503571591775933,0.05873267900295136,0
0.7,0.4,0.400001,50,0.54822385344137,0.04044124150537859,0
0.7,0.4,0.400001,5,0.5473079989699007,0.05723030873773207,0
0.7,0.2,0.200001,20,0.5464857371742093,0.03972662233828684,0
0.7,0.4,0.400001,20,0.5460958810204031,0.011858822691194764,0
0.7,0.05,0.14423344013484865,100,0.5445841871216541,0.02978217058834243,0
0.5,0.3,0.30000099999999996,100,0.5360615987585164,0.04433137948947377,0
0.1,0.2,0.40000033333333335,10,0.5272829956331917,0.0,2
0.3,0.3,0.30000099999999996,50,0.525587328028643,0.048939209346468115,0
0.5,0.4,0.400001,100,0.5173773448543147,0.05042643425159154,0
0.1,0.4,0.4833336666666666,5,0.4937626720888877,0.0,2
0.1,0.3,0.4333336666666667,5,0.45604155700058735,0.0,2
