fold,roc_auc,average_precision,accuracy_t,f1_t,threshold_used,best_alpha,best_cv,best_mit,z_candidate_id,z_category,z_inner_best_score,z_names,n_z,cv_used_effective,nnz_theta,cap_hit_likely,error
1,0.43597883597883597,0.17246384825167366,0.35135135135135137,0.29411764705882354,0.15350473326068187,0.3,0.3,20,7,random,0.4104240877844871,hsa_miR_X8h_5p;hsa_miR_X16p_5p;hsa_miR_X12l_5p;hsa_miR_X19s_5p;hsa_miR_X14n_5p;hsa_miR_X21t_5p;hsa_miR_X6f_3p;hsa_miR_X11k_3p;hsa_miR_X4d_3p;hsa_miR_X2b_5p,10,0.30000099999999996,0.0,0.0,
2,,,,,,0.05,0.4,100,2,random,,hsa_miR_X13m_3p;hsa_miR_X4d_3p;hsa_miR_X11k_3p;hsa_miR_X7g_3p;hsa_miR_X2b_5p;hsa_miR_X17q_5p;hsa_miR_X18r_3p;hsa_miR_X8h_5p;hsa_miR_X16p_5p;hsa_miR_X12l_5p,10,,,,attempt to get argmin of an empty sequence
3,0.4666666666666667,0.2202990176000204,0.5045045045045045,0.2028985507246377,0.18230710309533285,0.3,0.2,50,5,random,0.41041769284841345,hsa_miR_X21t_5p;hsa_miR_X17q_5p;hsa_miR_X13m_3p;hsa_miR_X3c_3p;hsa_miR_X4d_3p;hsa_miR_X1a_3p;hsa_miR_X16p_5p;hsa_miR_X9i_5p;hsa_miR_X7g_3p;hsa_miR_X10j_3p,10,0.200001,26.0,0.0,
4,,,,,,0.3,0.05,5,2,random,,hsa_miR_X21t_5p;hsa_miR_X12l_5p;hsa_miR_X3c_3p;hsa_miR_X8h_5p;hsa_miR_X9i_5p;hsa_miR_X1a_3p;hsa_miR_X17q_5p;hsa_miR_X18r_3p;hsa_miR_X14n_5p;hsa_miR_X11k_3p,10,,,,attempt to get argmin of an empty sequence
5,0.44333333333333336,0.1726142195353155,0.34545454545454546,0.23404255319148937,0.15918718288169603,0.3,0.1,5,9,high_variance,0.4455902237592115,hsa_miR_X20t_5p;hsa_miR_X21t_5p;hsa_miR_X9i_5p;hsa_miR_X12l_5p;hsa_miR_X7g_3p;hsa_miR_X16p_5p;hsa_miR_X10j_3p;hsa_miR_X17q_5p;hsa_miR_X4d_3p;hsa_miR_X19s_5p,10,0.100001,0.0,0.0,
