oof_score,y
0.12659432879055918,0
0.27924257157177856,0
,0
,0
0.38669763676166286,0
,1
,0
0.12328545195067375,0
0.1555145081614895,1
0.1410585644165637,0
,0
,0
,1
,0
0.1984883091992426,0
,0
,1
0.20977164212840968,0
,1
0.11187060187314227,0
0.26966088018658696,0
0.1582240564471374,1
0.195028896204786,0
0.3320193243061429,0
0.1595412504717089,0
0.1941855828537439,0
0.21188428972577314,0
0.13671176107917812,0
,0
,0
,0
,0
0.1326909952593637,0
0.11774285869002203,1
0.16020607085200486,0
,0
0.208677996443769,1
0.32980419257316396,0
0.08240997100785594,1
,0
0.16262183197182858,0
0.1963402626618318,0
0.18713597057595624,0
,1
0.24379900533084406,0
0.22515617538165303,0
0.08870684259834428,0
,0
0.1384350717720069,0
0.25644713158403265,0
,1
,0
0.3479386641918373,0
0.5694640489146932,1
0.2501419467780368,0
,0
,0
0.06857884047600929,1
,1
0.2593536749847102,0
0.03187982569725898,0
,0
0.44095513771110184,0
,0
0.545343362535354,0
0.5007777013673488,0
0.29750986772589144,0
0.1348653352237863,0
,0
0.1902015391142052,0
,0
,0
0.19179778450529875,0
,0
,0
,0
0.11919872700065645,1
0.22961932577935076,0
,0
0.11353995837734063,0
0.1400409290898456,1
0.04319642687783356,0
,0
0.11531141617818295,0
0.16019696953418958,1
,0
,0
,0
0.13065691133370652,0
,0
,0
0.32948289619362275,0
,0
-0.00740063050325931,0
,0
0.13540179042005895,0
,0
,0
-0.010851944428853025,0
,1
0.1822496831756686,0
0.13551054246430316,1
0.21416562898947966,0
,1
0.22613914304965246,0
,0
0.1313949746505399,0
0.128544595050045,1
,0
,0
0.17002919501823158,0
0.31232931112200774,0
0.07755140528111014,0
0.1768645064625794,0
0.23648283729552702,0
,0
,1
0.22809863833563426,1
,1
0.07771710858023603,1
0.19610364377776812,1
0.22714096500819583,1
0.1735426724386346,1
,1
0.16644459237696965,1
,1
0.29904541937958606,1
0.2699370978315117,1
,1
,0
0.15398345063636942,0
,0
0.17362102092819895,0
0.06871487728143934,0
0.16116388296528425,0
0.1239016110147087,0
0.22168759930734516,1
,1
0.21538020953465695,0
,0
0.08859165870106303,1
,0
,0
0.19700015361000817,0
0.16870566813516527,0
0.19658413232898844,0
,0
,0
0.13003811397734627,0
0.18478745588639825,0
0.17413111098223483,0
,0
,0
0.31097248086649265,0
0.16087425077683323,0
