oof_score,y
0.14556958082468555,1
0.13619677053522677,0
0.24348590126708283,0
0.11260145050018612,0
,0
,0
0.264601614672097,1
0.2662251951580787,0
0.13726084697797244,0
,0
0.2457529967700479,0
0.1509317240020914,0
,0
0.30779410460642237,0
0.24453452065795894,0
0.26555849921894237,0
0.1770334817651677,0
0.23909447458641514,1
0.2521868130676469,1
,0
,0
,1
,0
0.11618757287702068,0
0.07654968374273412,0
0.24654894188618834,0
0.256066961995631,0
0.11116796054272962,0
0.20047682498965508,0
0.1519828957467111,0
0.09499913413805264,0
,0
0.3359776347786459,0
0.23651238194924815,0
,0
0.22463264598692795,0
0.5240935673287614,0
0.14988945594025627,0
,0
0.14806933519037072,0
0.24402443963961498,0
0.26473742599927985,1
0.39053893274224116,0
,0
0.006898478452989243,0
0.317957075048912,0
0.33458983852806023,0
0.16568433542127672,0
,0
,0
0.1832428565965548,0
0.2418258675264382,1
0.14857130014993875,1
,0
,0
0.19045913619913518,0
0.2971426400133649,0
0.18835558632661853,0
,1
,0
0.34543755916452457,0
0.3958528245715803,0
0.29882903939488437,0
0.27013401417932015,0
0.36403693461331355,0
0.27790057799209433,0
0.15177494693934304,1
,1
,0
,0
0.12452138296466302,0
,0
0.3015059153369586,0
,0
,0
,0
0.09002796349769301,1
0.08109845511422632,0
,0
,0
,0
0.2135098985439494,0
,0
,0
0.19057633361879892,1
0.14621423895598015,0
0.09737157407367453,0
,0
0.3169004008755622,0
,0
,1
,0
0.23701558789358843,0
,1
0.12579600780823458,1
,0
,0
0.12370794298378787,0
0.08735669997089666,1
0.1959908944656958,0
0.18437650268102856,0
,0
,1
,0
0.20531166562455122,1
0.11610646359426824,0
0.36074253327590033,0
,0
0.1883252767236791,0
0.13248843010962286,0
0.28146989702417546,1
,0
0.23556036795319724,0
0.198477412015802,0
,0
0.36493936064319504,1
0.20400576070646662,0
,0
0.19553428750717244,0
,1
0.29372511748078634,0
0.10750735097503496,0
,0
0.15552693628175576,0
0.13439522724542194,0
0.07023841687033945,0
0.15557344995620284,0
,0
,0
0.1666535609753655,0
,1
0.11757006925886439,0
0.09931644489559127,0
0.12199720955060396,0
0.13050175044998524,1
0.16178551419907122,0
,0
0.1448622433244735,0
,0
-0.006182332224840811,0
0.09081945520811596,1
,0
0.27292239870746376,0
,0
0.15230948126705057,0
,0
,0
,0
0.03808260347838263,0
,0
,0
0.23452752603520555,0
,0
,0
,0
0.3043283865634162,1
0.17603714218534033,0
0.22086349234354324,0
0.2590945036442397,0
0.3177730997548495,0
,0
0.3836220557902629,0
0.27469144931162176,0
0.21763116472385405,0
,0
0.18922439436491692,0
,0
-0.06525202068509071,0
,1
0.016326894510558913,0
0.0700872307796826,0
,0
0.26295448252655196,0
0.24809180194166028,1
0.2531471694030369,0
0.2608832312613219,0
0.2017619402638301,0
,1
,0
,1
0.2215546030268314,1
0.226922953049792,0
0.0465604352695822,0
0.08086006125216362,0
0.08689171242285539,0
0.14151420181239746,1
0.1180061601270994,1
,0
0.1804370895591916,0
,1
,0
0.16108585506165102,0
,1
0.14722234740334914,0
,0
0.13634799102402773,0
0.20508082318858348,0
0.1931872554217736,0
0.19831200902099883,0
0.2189559486509299,0
0.11197371153495568,0
0.2273537077029602,0
,0
,0
0.2005346896594048,0
0.2522349491126403,0
0.1373530736705064,1
,1
,0
,0
,1
0.21401873714382888,0
,0
0.2154651548706035,0
,0
0.14672767951863547,0
,0
,1
,0
,0
0.17647927849175182,0
0.1971762821682302,0
0.34109599602981516,0
,0
,0
0.4200583765231201,0
,1
,0
0.1263052583016334,0
0.19569815262050566,1
0.1523819321062061,0
,0
,0
,1
,0
0.28206168737962634,0
,0
,1
0.14373531664720623,0
,1
0.22591401380544898,0
0.3158363260271535,0
0.12847920567330662,1
0.17462256616528565,0
0.25622387998835017,0
0.060983994199587534,0
0.2741412339881915,0
0.23674364880957377,0
0.1872470402278969,0
,0
,0
,0
,0
0.1623191891688021,0
0.169429301244068,1
0.14549259612951101,0
,0
0.21364524449489739,1
0.3242708799943322,0
0.07519353527323523,1
,0
0.12053468588597399,0
0.269349786181596,0
0.27851123027436897,0
,1
0.22891338723670035,0
0.21893077472857034,0
0.17123169214170778,0
,0
0.15555733677746336,0
0.2465629337785714,0
,1
,0
0.25873456988319204,0
0.5488381569742302,1
0.27796248434987186,0
,0
,0
0.19407905905850867,1
,1
0.18921122567294782,0
0.13576808338691737,0
,0
0.18350846204641344,0
,0
0.1933937088078515,0
0.47542744176028845,0
0.323680354853337,0
-0.010613773637260238,0
,0
-0.0167692773157605,0
,0
,0
0.16429329903652962,0
,0
,0
,0
0.16726151663681257,1
0.28385618851637967,0
,0
0.13996052250091995,0
0.15068318535749892,1
0.19259131414461345,0
,0
0.12976917780004743,0
0.24599056942371114,1
,0
,0
,0
0.18520803714879494,0
,0
,0
0.25608976375612774,0
,0
0.10812487555291056,0
,0
0.17742825899040135,0
,0
,0
0.1647455901749649,0
,1
0.2622422376577464,0
0.1834778463233797,1
0.2105122235236137,0
,1
0.27011331361371427,0
,0
0.20959496639746675,0
0.10309620901801589,1
,0
,0
0.228015872910659,0
0.2476912988466557,0
0.16160619205606014,0
0.24237249803475958,0
0.16365707334904364,0
,0
,1
0.31756028959192417,1
,1
0.13004073894089696,1
0.14442300628101787,1
0.22771076574971,1
0.21798384730258685,1
,1
0.13915303920351374,1
,1
0.12060298907563785,1
0.24205849535938762,1
,1
,0
0.1293124684735317,0
,0
0.16619092777238081,0
0.10722251990656054,0
0.1956620348479474,0
0.14483663780987754,0
0.13919264572949896,1
,1
0.2664300943622469,0
,0
0.1046965428867706,1
,0
,0
0.23075015739327265,0
0.14168212626527643,0
0.1691321670118348,0
,0
,0
0.13547269239524773,0
0.19245176749734472,0
0.21002418531718262,0
,0
,0
0.2416918568481961,0
0.2075389717782248,0
