i,j,freq
0,0,0.0
0,1,0.9
0,2,0.9
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.66
0,13,0.94
0,14,0.0
0,15,0.0
0,16,0.0
0,17,0.5
0,18,0.0
0,19,0.0
1,1,1.0
1,2,1.0
1,3,0.52
1,4,0.12
1,5,0.44
1,6,0.66
1,7,0.62
1,8,0.2
1,9,0.22
1,10,0.24
1,11,0.2
1,12,0.8
1,13,1.0
1,14,0.52
1,15,0.58
1,16,0.44
1,17,1.0
1,18,0.5
1,19,0.2
2,2,1.0
2,3,0.64
2,4,0.18
2,5,0.66
2,6,0.32
2,7,0.34
2,8,0.48
2,9,0.24
2,10,0.5
2,11,0.26
2,12,1.0
2,13,1.0
2,14,0.56
2,15,0.74
2,16,0.34
2,17,0.22
2,18,0.06
2,19,0.3
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.5
3,13,0.38
3,14,0.0
3,15,0.0
3,16,0.0
3,17,0.26
3,18,0.0
3,19,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.08
4,13,0.14
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.26
4,18,0.0
4,19,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.6
5,13,0.34
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.28
5,18,0.0
5,19,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.86
6,13,0.9
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.48
6,18,0.0
6,19,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.88
7,13,0.94
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.52
7,18,0.0
7,19,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.46
8,13,0.76
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.52
8,18,0.0
8,19,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.34
9,13,0.2
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.14
9,18,0.0
9,19,0.0
10,10,0.0
10,11,0.0
10,12,0.6
10,13,0.28
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.22
10,18,0.0
10,19,0.0
11,11,0.0
11,12,0.62
11,13,0.56
11,14,0.0
11,15,0.0
11,16,0.0
11,17,0.24
11,18,0.0
11,19,0.0
12,12,1.0
12,13,1.0
12,14,0.36
12,15,0.84
12,16,0.46
12,17,0.48
12,18,0.2
12,19,0.18
13,13,1.0
13,14,0.18
13,15,0.54
13,16,0.28
13,17,1.0
13,18,0.16
13,19,0.2
14,14,0.0
14,15,0.0
14,16,0.0
14,17,0.38
14,18,0.0
14,19,0.0
15,15,0.0
15,16,0.0
15,17,0.78
15,18,0.0
15,19,0.0
16,16,0.0
16,17,0.22
16,18,0.0
16,19,0.0
17,17,0.4
17,18,0.34
17,19,0.22
18,18,0.0
18,19,0.0
19,19,0.0
