i,j,freq
0,0,0.0
0,1,0.32
0,2,0.0
0,3,0.0
0,4,0.36
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.26
0,13,0.0
0,14,0.0
0,15,0.38
0,16,0.0
0,17,0.0
0,18,0.3
0,19,0.0
1,1,0.82
1,2,0.18
1,3,0.24
1,4,0.78
1,5,0.06
1,6,0.1
1,7,0.14
1,8,0.3
1,9,0.36
1,10,0.22
1,11,0.56
1,12,0.92
1,13,0.24
1,14,0.16
1,15,0.74
1,16,0.4
1,17,0.24
1,18,0.84
1,19,0.22
2,2,0.0
2,3,0.0
2,4,0.32
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.26
2,13,0.0
2,14,0.0
2,15,0.08
2,16,0.0
2,17,0.0
2,18,0.24
2,19,0.0
3,3,0.0
3,4,0.2
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.36
3,13,0.0
3,14,0.0
3,15,0.42
3,16,0.0
3,17,0.0
3,18,0.28
3,19,0.0
4,4,0.26
4,5,0.06
4,6,0.14
4,7,0.14
4,8,0.34
4,9,0.18
4,10,0.28
4,11,0.4
4,12,0.34
4,13,0.2
4,14,0.16
4,15,0.32
4,16,0.18
4,17,0.32
4,18,0.46
4,19,0.28
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.08
5,13,0.0
5,14,0.0
5,15,0.12
5,16,0.0
5,17,0.0
5,18,0.12
5,19,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.12
6,13,0.0
6,14,0.0
6,15,0.06
6,16,0.0
6,17,0.0
6,18,0.08
6,19,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.16
7,13,0.0
7,14,0.0
7,15,0.16
7,16,0.0
7,17,0.0
7,18,0.12
7,19,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.32
8,13,0.0
8,14,0.0
8,15,0.24
8,16,0.0
8,17,0.0
8,18,0.34
8,19,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.16
9,13,0.0
9,14,0.0
9,15,0.22
9,16,0.0
9,17,0.0
9,18,0.22
9,19,0.0
10,10,0.0
10,11,0.0
10,12,0.14
10,13,0.0
10,14,0.0
10,15,0.1
10,16,0.0
10,17,0.0
10,18,0.14
10,19,0.0
11,11,0.0
11,12,0.28
11,13,0.0
11,14,0.0
11,15,0.72
11,16,0.0
11,17,0.0
11,18,0.52
11,19,0.0
12,12,0.6
12,13,0.2
12,14,0.16
12,15,0.34
12,16,0.22
12,17,0.28
12,18,0.38
12,19,0.14
13,13,0.0
13,14,0.0
13,15,0.24
13,16,0.0
13,17,0.0
13,18,0.36
13,19,0.0
14,14,0.0
14,15,0.22
14,16,0.0
14,17,0.0
14,18,0.14
14,19,0.0
15,15,0.38
15,16,0.24
15,17,0.16
15,18,0.4
15,19,0.42
16,16,0.0
16,17,0.0
16,18,0.4
16,19,0.0
17,17,0.0
17,18,0.12
17,19,0.0
18,18,0.34
18,19,0.42
19,19,0.0
