i,j,freq
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.9787234042553191
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,13,0.9148936170212766
0,14,0.0
0,15,0.0
0,16,0.9361702127659575
0,17,0.0
0,18,0.9574468085106383
0,19,0.9787234042553191
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.7021276595744681
1,7,0.0
1,8,0.0
1,9,0.0
1,10,0.0
1,11,0.0
1,12,0.0
1,13,0.7446808510638298
1,14,0.0
1,15,0.0
1,16,0.6808510638297872
1,17,0.0
1,18,0.6382978723404256
1,19,0.7446808510638298
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.9361702127659575
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.0
2,13,0.5106382978723404
2,14,0.0
2,15,0.0
2,16,0.6382978723404256
2,17,0.0
2,18,0.851063829787234
2,19,0.8936170212765957
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.7021276595744681
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.40425531914893614
3,14,0.0
3,15,0.0
3,16,0.44680851063829785
3,17,0.0
3,18,0.7446808510638298
3,19,0.723404255319149
4,4,0.0
4,5,0.0
4,6,0.8085106382978723
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,0.2127659574468085
4,14,0.0
4,15,0.0
4,16,0.3829787234042553
4,17,0.0
4,18,0.7021276595744681
4,19,0.5106382978723404
5,5,0.0
5,6,1.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.7021276595744681
5,14,0.0
5,15,0.0
5,16,0.5319148936170213
5,17,0.0
5,18,0.9787234042553191
5,19,0.9361702127659575
6,6,1.0
6,7,1.0
6,8,0.40425531914893614
6,9,0.2553191489361702
6,10,0.3404255319148936
6,11,0.425531914893617
6,12,0.8297872340425532
6,13,0.6170212765957447
6,14,0.10638297872340426
6,15,0.19148936170212766
6,16,0.851063829787234
6,17,0.14893617021276595
6,18,1.0
6,19,1.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.6382978723404256
7,14,0.0
7,15,0.0
7,16,0.7021276595744681
7,17,0.0
7,18,1.0
7,19,1.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,0.3829787234042553
8,14,0.0
8,15,0.0
8,16,0.1702127659574468
8,17,0.0
8,18,0.40425531914893614
8,19,0.3191489361702128
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.3191489361702128
9,14,0.0
9,15,0.0
9,16,0.1702127659574468
9,17,0.0
9,18,0.3617021276595745
9,19,0.40425531914893614
10,10,0.0
10,11,0.0
10,12,0.0
10,13,0.1702127659574468
10,14,0.0
10,15,0.0
10,16,0.10638297872340426
10,17,0.0
10,18,0.2765957446808511
10,19,0.2978723404255319
11,11,0.0
11,12,0.0
11,13,0.19148936170212766
11,14,0.0
11,15,0.0
11,16,0.2553191489361702
11,17,0.0
11,18,0.2978723404255319
11,19,0.3617021276595745
12,12,0.0
12,13,0.3617021276595745
12,14,0.0
12,15,0.0
12,16,0.723404255319149
12,17,0.0
12,18,0.3191489361702128
12,19,0.8297872340425532
13,13,0.10638297872340426
13,14,0.02127659574468085
13,15,0.2765957446808511
13,16,0.0851063829787234
13,17,0.0851063829787234
13,18,0.2127659574468085
13,19,0.574468085106383
14,14,0.0
14,15,0.0
14,16,0.02127659574468085
14,17,0.0
14,18,0.0425531914893617
14,19,0.10638297872340426
15,15,0.0
15,16,0.3191489361702128
15,17,0.0
15,18,0.19148936170212766
15,19,0.23404255319148937
16,16,0.06382978723404255
16,17,0.14893617021276595
16,18,0.2978723404255319
16,19,0.6595744680851063
17,17,0.0
17,18,0.1702127659574468
17,19,0.1702127659574468
18,18,0.5319148936170213
18,19,0.574468085106383
19,19,0.6808510638297872
