i,j,freq
0,0,0.0
0,1,0.5
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.0
0,6,0.28
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.56
0,12,0.44
0,13,0.0
0,14,0.0
0,15,0.0
0,16,0.36
0,17,0.0
0,18,0.0
0,19,0.0
1,1,0.5
1,2,0.14
1,3,0.4
1,4,0.6
1,5,0.48
1,6,0.82
1,7,0.36
1,8,0.24
1,9,0.2
1,10,0.2
1,11,0.68
1,12,0.68
1,13,0.44
1,14,0.32
1,15,0.26
1,16,0.42
1,17,0.1
1,18,0.38
1,19,0.14
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.14
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.2
2,12,0.16
2,13,0.0
2,14,0.0
2,15,0.0
2,16,0.12
2,17,0.0
2,18,0.0
2,19,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.36
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.44
3,12,0.5
3,13,0.0
3,14,0.0
3,15,0.0
3,16,0.28
3,17,0.0
3,18,0.0
3,19,0.0
4,4,0.0
4,5,0.0
4,6,0.42
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.34
4,12,0.62
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.66
4,17,0.0
4,18,0.0
4,19,0.0
5,5,0.0
5,6,0.56
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.76
5,12,0.94
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.88
5,17,0.0
5,18,0.0
5,19,0.0
6,6,0.7
6,7,0.42
6,8,0.44
6,9,0.18
6,10,0.16
6,11,0.88
6,12,0.9
6,13,0.56
6,14,0.42
6,15,0.18
6,16,0.48
6,17,0.24
6,18,0.4
6,19,0.18
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.46
7,12,0.88
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.86
7,17,0.0
7,18,0.0
7,19,0.0
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.2
8,12,0.36
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.2
8,17,0.0
8,18,0.0
8,19,0.0
9,9,0.0
9,10,0.0
9,11,0.3
9,12,0.32
9,13,0.0
9,14,0.0
9,15,0.0
9,16,0.2
9,17,0.0
9,18,0.0
9,19,0.0
10,10,0.0
10,11,0.14
10,12,0.18
10,13,0.0
10,14,0.0
10,15,0.0
10,16,0.12
10,17,0.0
10,18,0.0
10,19,0.0
11,11,0.5
11,12,0.7
11,13,0.32
11,14,0.26
11,15,0.14
11,16,0.14
11,17,0.18
11,18,0.34
11,19,0.2
12,12,0.6
12,13,0.54
12,14,0.42
12,15,0.3
12,16,0.74
12,17,0.3
12,18,0.36
12,19,0.16
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.44
13,17,0.0
13,18,0.0
13,19,0.0
14,14,0.0
14,15,0.0
14,16,0.36
14,17,0.0
14,18,0.0
14,19,0.0
15,15,0.0
15,16,0.12
15,17,0.0
15,18,0.0
15,19,0.0
16,16,0.18
16,17,0.22
16,18,0.28
16,19,0.1
17,17,0.0
17,18,0.0
17,19,0.0
18,18,0.0
18,19,0.0
19,19,0.0
