i,j,freq
0,0,0.68
0,1,0.46
0,2,0.22
0,3,0.14
0,4,0.4
0,5,0.2
0,6,0.32
0,7,0.28
0,8,0.5
0,9,0.5
0,10,0.54
0,11,0.38
0,12,0.26
0,13,0.28
0,14,0.1
0,15,0.18
0,16,0.74
0,17,0.74
0,18,0.98
0,19,0.18
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.0
1,7,0.0
1,8,0.0
1,9,0.0
1,10,0.32
1,11,0.0
1,12,0.4
1,13,0.0
1,14,0.0
1,15,0.0
1,16,0.0
1,17,0.28
1,18,0.56
1,19,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.28
2,11,0.0
2,12,0.28
2,13,0.0
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.32
2,18,0.68
2,19,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.28
3,11,0.0
3,12,0.28
3,13,0.0
3,14,0.0
3,15,0.0
3,16,0.0
3,17,0.22
3,18,0.26
3,19,0.0
4,4,0.0
4,5,0.0
4,6,0.0
4,7,0.0
4,8,0.0
4,9,0.0
4,10,0.34
4,11,0.0
4,12,0.46
4,13,0.0
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.5
4,18,0.34
4,19,0.0
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.14
5,11,0.0
5,12,0.16
5,13,0.0
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.24
5,18,0.26
5,19,0.0
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.46
6,11,0.0
6,12,0.44
6,13,0.0
6,14,0.0
6,15,0.0
6,16,0.0
6,17,0.5
6,18,0.22
6,19,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.28
7,11,0.0
7,12,0.48
7,13,0.0
7,14,0.0
7,15,0.0
7,16,0.0
7,17,0.48
7,18,0.54
7,19,0.0
8,8,0.0
8,9,0.0
8,10,0.34
8,11,0.0
8,12,0.44
8,13,0.0
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.58
8,18,0.64
8,19,0.0
9,9,0.0
9,10,0.64
9,11,0.0
9,12,0.8
9,13,0.0
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.62
9,18,0.64
9,19,0.0
10,10,0.92
10,11,0.46
10,12,0.4
10,13,0.32
10,14,0.26
10,15,0.44
10,16,0.3
10,17,1.0
10,18,0.96
10,19,0.28
11,11,0.0
11,12,0.58
11,13,0.0
11,14,0.0
11,15,0.0
11,16,0.0
11,17,0.68
11,18,0.38
11,19,0.0
12,12,0.06
12,13,0.24
12,14,0.36
12,15,0.4
12,16,0.34
12,17,0.6
12,18,0.54
12,19,0.28
13,13,0.0
13,14,0.0
13,15,0.0
13,16,0.0
13,17,0.54
13,18,0.26
13,19,0.0
14,14,0.0
14,15,0.0
14,16,0.0
14,17,0.7
14,18,0.62
14,19,0.0
15,15,0.0
15,16,0.0
15,17,0.5
15,18,0.46
15,19,0.0
16,16,0.0
16,17,0.94
16,18,0.96
16,19,0.0
17,17,1.0
17,18,1.0
17,19,0.58
18,18,1.0
18,19,0.5
19,19,0.0
