i,j,freq
0,0,0.96
0,1,0.22
0,2,0.76
0,3,0.36
0,4,0.28
0,5,0.44
0,6,1.0
0,7,1.0
0,8,0.36
0,9,0.26
0,10,0.54
0,11,0.2
0,12,0.18
0,13,1.0
0,14,0.66
0,15,0.66
0,16,0.86
0,17,0.46
0,18,0.32
0,19,0.46
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.0
1,6,0.18
1,7,0.16
1,8,0.0
1,9,0.0
1,10,0.0
1,11,0.0
1,12,0.0
1,13,0.22
1,14,0.0
1,15,0.0
1,16,0.0
1,17,0.26
1,18,0.0
1,19,0.0
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
2,6,0.66
2,7,0.32
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.0
2,13,0.54
2,14,0.0
2,15,0.0
2,16,0.0
2,17,0.68
2,18,0.0
2,19,0.0
3,3,0.0
3,4,0.0
3,5,0.0
3,6,0.5
3,7,0.5
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.66
3,14,0.0
3,15,0.0
3,16,0.0
3,17,0.6
3,18,0.0
3,19,0.0
4,4,0.0
4,5,0.0
4,6,0.28
4,7,0.22
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,0.2
4,14,0.0
4,15,0.0
4,16,0.0
4,17,0.16
4,18,0.0
4,19,0.0
5,5,0.0
5,6,0.28
5,7,0.28
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.28
5,14,0.0
5,15,0.0
5,16,0.0
5,17,0.4
5,18,0.0
5,19,0.0
6,6,0.98
6,7,0.96
6,8,0.32
6,9,0.76
6,10,0.6
6,11,0.22
6,12,0.16
6,13,0.9
6,14,0.98
6,15,0.46
6,16,0.56
6,17,1.0
6,18,0.52
6,19,0.5
7,7,0.84
7,8,0.24
7,9,0.36
7,10,0.22
7,11,0.18
7,12,0.12
7,13,1.0
7,14,0.8
7,15,0.3
7,16,0.84
7,17,1.0
7,18,0.52
7,19,0.24
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,0.22
8,14,0.0
8,15,0.0
8,16,0.0
8,17,0.32
8,18,0.0
8,19,0.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.5
9,14,0.0
9,15,0.0
9,16,0.0
9,17,0.38
9,18,0.0
9,19,0.0
10,10,0.0
10,11,0.0
10,12,0.0
10,13,0.62
10,14,0.0
10,15,0.0
10,16,0.0
10,17,0.26
10,18,0.0
10,19,0.0
11,11,0.0
11,12,0.0
11,13,0.22
11,14,0.0
11,15,0.0
11,16,0.0
11,17,0.28
11,18,0.0
11,19,0.0
12,12,0.0
12,13,0.12
12,14,0.0
12,15,0.0
12,16,0.0
12,17,0.18
12,18,0.0
12,19,0.0
13,13,0.84
13,14,0.8
13,15,0.58
13,16,0.38
13,17,1.0
13,18,0.16
13,19,0.48
14,14,0.0
14,15,0.0
14,16,0.0
14,17,1.0
14,18,0.0
14,19,0.0
15,15,0.0
15,16,0.0
15,17,0.46
15,18,0.0
15,19,0.0
16,16,0.0
16,17,0.44
16,18,0.0
16,19,0.0
17,17,1.0
17,18,0.4
17,19,0.28
18,18,0.0
18,19,0.0
19,19,0.0
