i,j,freq
0,0,0.0
0,1,0.28
0,2,0.5
0,3,0.0
0,4,0.68
0,5,0.0
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,13,0.0
0,14,0.76
0,15,0.0
0,16,0.0
0,17,0.0
0,18,0.0
0,19,0.28
1,1,1.0
1,2,1.0
1,3,1.0
1,4,1.0
1,5,1.0
1,6,0.24
1,7,0.08
1,8,0.22
1,9,0.18
1,10,0.6
1,11,0.32
1,12,0.26
1,13,0.4
1,14,1.0
1,15,0.92
1,16,0.78
1,17,0.24
1,18,0.1
1,19,0.96
2,2,1.0
2,3,1.0
2,4,1.0
2,5,1.0
2,6,0.28
2,7,0.08
2,8,0.26
2,9,0.2
2,10,0.36
2,11,0.28
2,12,0.22
2,13,0.44
2,14,1.0
2,15,0.92
2,16,0.82
2,17,0.8
2,18,0.88
2,19,0.94
3,3,0.0
3,4,1.0
3,5,0.0
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.94
3,15,0.0
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.34
4,4,1.0
4,5,1.0
4,6,0.18
4,7,0.08
4,8,0.32
4,9,0.14
4,10,0.62
4,11,0.54
4,12,0.2
4,13,0.3
4,14,1.0
4,15,0.86
4,16,0.58
4,17,0.66
4,18,0.8
4,19,0.46
5,5,0.0
5,6,0.0
5,7,0.0
5,8,0.0
5,9,0.0
5,10,0.0
5,11,0.0
5,12,0.0
5,13,0.0
5,14,0.98
5,15,0.0
5,16,0.0
5,17,0.0
5,18,0.0
5,19,0.54
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.24
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.0
6,19,0.1
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.0
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.02
7,15,0.0
7,16,0.0
7,17,0.0
7,18,0.0
7,19,0.06
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.1
8,15,0.0
8,16,0.0
8,17,0.0
8,18,0.0
8,19,0.08
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.0
9,14,0.1
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.0
9,19,0.16
10,10,0.0
10,11,0.0
10,12,0.0
10,13,0.0
10,14,0.34
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.0
10,19,0.66
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.16
11,15,0.0
11,16,0.0
11,17,0.0
11,18,0.0
11,19,0.16
12,12,0.0
12,13,0.0
12,14,0.18
12,15,0.0
12,16,0.0
12,17,0.0
12,18,0.0
12,19,0.1
13,13,0.0
13,14,0.2
13,15,0.0
13,16,0.0
13,17,0.0
13,18,0.0
13,19,0.24
14,14,0.88
14,15,0.88
14,16,0.68
14,17,0.74
14,18,0.76
14,19,0.2
15,15,0.0
15,16,0.0
15,17,0.0
15,18,0.0
15,19,0.26
16,16,0.0
16,17,0.0
16,18,0.0
16,19,0.48
17,17,0.0
17,18,0.0
17,19,0.36
18,18,0.0
18,19,0.5
19,19,0.52
