i,j,freq
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.0
0,5,0.08
0,6,0.0
0,7,0.06
0,8,0.0
0,9,0.0
0,10,0.0
0,11,0.0
0,12,0.0
0,13,0.0
0,14,0.14
0,15,0.0
0,16,0.0
0,17,0.0
0,18,0.06
0,19,0.06
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.0
1,5,0.08
1,6,0.0
1,7,0.08
1,8,0.0
1,9,0.0
1,10,0.0
1,11,0.0
1,12,0.0
1,13,0.0
1,14,0.06
1,15,0.0
1,16,0.0
1,17,0.0
1,18,0.1
1,19,0.08
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.04
2,6,0.0
2,7,0.02
2,8,0.0
2,9,0.0
2,10,0.0
2,11,0.0
2,12,0.0
2,13,0.0
2,14,0.06
2,15,0.0
2,16,0.0
2,17,0.0
2,18,0.04
2,19,0.02
3,3,0.0
3,4,0.0
3,5,0.92
3,6,0.0
3,7,0.9
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.62
3,15,0.0
3,16,0.0
3,17,0.0
3,18,0.32
3,19,0.44
4,4,0.0
4,5,0.98
4,6,0.0
4,7,0.98
4,8,0.0
4,9,0.0
4,10,0.0
4,11,0.0
4,12,0.0
4,13,0.0
4,14,0.54
4,15,0.0
4,16,0.0
4,17,0.0
4,18,0.1
4,19,0.38
5,5,0.5
5,6,0.32
5,7,0.64
5,8,0.28
5,9,0.86
5,10,0.56
5,11,0.54
5,12,0.78
5,13,0.52
5,14,0.3
5,15,0.36
5,16,0.62
5,17,0.18
5,18,0.72
5,19,0.18
6,6,0.0
6,7,0.14
6,8,0.0
6,9,0.0
6,10,0.0
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.32
6,15,0.0
6,16,0.0
6,17,0.0
6,18,0.18
6,19,0.12
7,7,0.46
7,8,1.0
7,9,1.0
7,10,1.0
7,11,0.88
7,12,0.98
7,13,0.98
7,14,0.96
7,15,0.88
7,16,0.9
7,17,0.5
7,18,0.82
7,19,0.2
8,8,0.0
8,9,0.0
8,10,0.0
8,11,0.0
8,12,0.0
8,13,0.0
8,14,1.0
8,15,0.0
8,16,0.0
8,17,0.0
8,18,1.0
8,19,1.0
9,9,0.0
9,10,0.0
9,11,0.0
9,12,0.0
9,13,0.0
9,14,1.0
9,15,0.0
9,16,0.0
9,17,0.0
9,18,0.74
9,19,0.28
10,10,0.0
10,11,0.0
10,12,0.0
10,13,0.0
10,14,1.0
10,15,0.0
10,16,0.0
10,17,0.0
10,18,0.18
10,19,0.22
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.82
11,15,0.0
11,16,0.0
11,17,0.0
11,18,0.54
11,19,0.82
12,12,0.0
12,13,0.0
12,14,0.98
12,15,0.0
12,16,0.0
12,17,0.0
12,18,0.98
12,19,0.98
13,13,0.0
13,14,0.94
13,15,0.0
13,16,0.0
13,17,0.0
13,18,1.0
13,19,1.0
14,14,0.96
14,15,0.54
14,16,0.34
14,17,0.7
14,18,1.0
14,19,1.0
15,15,0.0
15,16,0.0
15,17,0.0
15,18,1.0
15,19,1.0
16,16,0.0
16,17,0.0
16,18,0.94
16,19,0.94
17,17,0.0
17,18,0.76
17,19,0.76
18,18,0.88
18,19,0.98
19,19,1.0
