i,j,freq
0,0,0.0
0,1,0.0
0,2,0.0
0,3,0.0
0,4,0.76
0,5,0.88
0,6,0.0
0,7,0.0
0,8,0.0
0,9,0.0
0,10,0.72
0,11,0.0
0,12,0.0
0,13,0.0
0,14,0.7
0,15,0.0
0,16,0.7
0,17,0.0
0,18,0.0
0,19,0.0
1,1,0.0
1,2,0.0
1,3,0.0
1,4,0.6
1,5,0.62
1,6,0.0
1,7,0.0
1,8,0.0
1,9,0.0
1,10,0.72
1,11,0.0
1,12,0.0
1,13,0.0
1,14,0.72
1,15,0.0
1,16,0.78
1,17,0.0
1,18,0.0
1,19,0.0
2,2,0.0
2,3,0.0
2,4,0.56
2,5,0.68
2,6,0.0
2,7,0.0
2,8,0.0
2,9,0.0
2,10,0.6
2,11,0.0
2,12,0.0
2,13,0.0
2,14,0.58
2,15,0.0
2,16,0.72
2,17,0.0
2,18,0.0
2,19,0.0
3,3,0.0
3,4,0.6
3,5,0.72
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.54
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.62
3,15,0.0
3,16,0.56
3,17,0.0
3,18,0.0
3,19,0.0
4,4,0.82
4,5,0.86
4,6,0.6
4,7,0.7
4,8,0.66
4,9,0.7
4,10,0.96
4,11,0.6
4,12,0.6
4,13,0.8
4,14,0.98
4,15,0.8
4,16,0.74
4,17,0.56
4,18,0.66
4,19,0.68
5,5,0.64
5,6,0.64
5,7,0.6
5,8,0.64
5,9,0.68
5,10,0.72
5,11,0.6
5,12,0.66
5,13,0.7
5,14,0.76
5,15,0.68
5,16,0.66
5,17,0.68
5,18,0.86
5,19,0.84
6,6,0.0
6,7,0.0
6,8,0.0
6,9,0.0
6,10,0.72
6,11,0.0
6,12,0.0
6,13,0.0
6,14,0.82
6,15,0.0
6,16,0.64
6,17,0.0
6,18,0.0
6,19,0.0
7,7,0.0
7,8,0.0
7,9,0.0
7,10,0.58
7,11,0.0
7,12,0.0
7,13,0.0
7,14,0.62
7,15,0.0
7,16,0.64
7,17,0.0
7,18,0.0
7,19,0.0
8,8,0.0
8,9,0.0
8,10,0.78
8,11,0.0
8,12,0.0
8,13,0.0
8,14,0.68
8,15,0.0
8,16,0.64
8,17,0.0
8,18,0.0
8,19,0.0
9,9,0.0
9,10,0.56
9,11,0.0
9,12,0.0
9,13,0.0
9,14,0.68
9,15,0.0
9,16,0.74
9,17,0.0
9,18,0.0
9,19,0.0
10,10,0.8
10,11,0.64
10,12,0.74
10,13,0.78
10,14,0.98
10,15,0.82
10,16,0.94
10,17,0.64
10,18,0.62
10,19,0.88
11,11,0.0
11,12,0.0
11,13,0.0
11,14,0.62
11,15,0.0
11,16,0.7
11,17,0.0
11,18,0.0
11,19,0.0
12,12,0.0
12,13,0.0
12,14,0.66
12,15,0.0
12,16,0.62
12,17,0.0
12,18,0.0
12,19,0.0
13,13,0.0
13,14,0.86
13,15,0.0
13,16,0.78
13,17,0.0
13,18,0.0
13,19,0.0
14,14,0.8
14,15,0.8
14,16,0.74
14,17,0.64
14,18,0.76
14,19,0.6
15,15,0.0
15,16,0.66
15,17,0.0
15,18,0.0
15,19,0.0
16,16,0.62
16,17,0.64
16,18,0.64
16,19,0.58
17,17,0.0
17,18,0.0
17,19,0.0
18,18,0.0
18,19,0.0
19,19,0.0
